year,movie_name,release_date,opening_day,opening_weekend,week_1,lifetime_collection
2017,An Insignificant Man,24 Nov 2017,0 CrN.A,0 CrN.A,0.13 Cr,0.13 Cr
2017,Ajji,24 Nov 2017,0 CrN.A,0 CrN.A,0.13 Cr,0.13 Cr
2017,Kadvi Hawa,24 Nov 2017,0.04 Cr,0.15 Cr,0.23 Cr,0.25 Cr
2017,Aksar 2,17 Nov 2017,0.80 Cr,2.90 Cr,5.30 Cr,5.6 Cr
2017,Muzaffar Nagar – The Burning Love,17 Nov 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Justice League (English),17 Nov 2017,5.25 Cr,18.25 Cr,25 Cr,41.15 Cr
2017,Dil Jo Na Keh Saka,17 Nov 2017,0 CrN.A,0 CrN.A,0.1 Cr,0.1 Cr
2017,Shaadi Abhi Baaki Hai,17 Nov 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,The Power Of Vardi,17 Nov 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Panchlait,17 Nov 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Tumhari Sulu,17 Nov 2017,2.87 Cr,12.87 Cr,19.78 Cr,36.15 Cr
2017,Yeh Kaisa Pesha,17 Nov 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Shaadi Mein Zaroor Aana,10 Nov 2017,0.75 Cr,3.65 Cr,6.35 Cr,11.14 Cr
2017,Qarib Qarib Singlle,10 Nov 2017,1.75 Cr,8.3 Cr,12.15 Cr,17.08 Cr
2017,Safe,10 Nov 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Mera Bura Saaya,10 Nov 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Maheruh,10 Nov 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Thor: Ragnarok (English),03 Nov 2017,7.77 Cr,27.66 Cr,40.37 Cr,58.73 Cr
2017,Humein Haq Chahiye…Haq Se,03 Nov 2017,0 CrN.A,0 CrN.A,0.004 Cr,0.004 Cr
2017,Narayan,03 Nov 2017,0 CrN.A,0 CrN.A,0.08 Cr,0.08 Cr
2017,Ribbon,03 Nov 2017,0 CrN.A,0 CrN.A,0.36 Cr,0.36 Cr
2017,Ittefaq,03 Nov 2017,4.05 Cr,16.05 Cr,23.65 Cr,30.21 Cr
2017,Barsati Gang,03 Nov 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,The House Next Door,03 Nov 2017,0 CrN.A,0 CrN.A,1 Cr,1 Cr
2017,Ram Ratan,03 Nov 2017,0 CrN.A,0 CrN.A,0.05 Cr,0.05 Cr
2017,Kutumb The Family,03 Nov 2017,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2017,Jia Aur Jia,27 Oct 2017,0.13 Cr,0.67 Cr,0.85 Cr,0.87 Cr
2017,Rukh,27 Oct 2017,0.1 Cr,0 CrN.A,0.62 Cr,0.64 Cr
2017,Door Bell,27 Oct 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Golmaal Again,20 Oct 2017,30.14 Cr,87.60 Cr,136.07 Cr,205.69 Cr
2017,Secret Superstar,19 Oct 2017,4.80 Cr,31.10 Cr,41.59 Cr,63.40 Cr
2017,Ranchi Diaries,13 Oct 2017,0 CrN.A,0 CrN.A,0.71 Cr,0.73 Cr
2017,Raaz-E-Sheitaan,13 Oct 2017,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2017,Kaun Mera Kaun Tera,10 Oct 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,The International Problem,06 Oct 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Tu Hai Mera Sunday,06 Oct 2017,0 CrN.A,0 CrN.A,0.19 Cr,0.29 Cr
2017,Muavza – Zameen Ka Paisa,06 Oct 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Call For Fun,06 Oct 2017,0 CrN.A,0 CrN.A,0.04 Cr,0.04 Cr
2017,Raktdhar,06 Oct 2017,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2017,2016 The End,06 Oct 2017,0 CrN.A,0 CrN.A,0.05 Cr,0.05 Cr
2017,CRD,06 Oct 2017,0 CrN.A,0 CrN.A,0.03 Cr,0.05 Cr
2017,Chef,06 Oct 2017,1.05 Cr,4 Cr,5.60 Cr,6.37 Cr
2017,Shaadi Yogi Aur Kamasutra,29 Sep 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Raju Bajrangi,29 Sep 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,ISIS – Enemies Of Humanity,29 Sep 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Judwaa 2,29 Sep 2017,16.10 Cr,59.25 Cr,98.08 Cr,138.61 Cr
2017,Abhishapt,29 Sep 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Dream Zindagi,29 Sep 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Kingsman: The Golden Circle (English),22 Sep 2017,3.15 Cr,8.7 Cr,12.35 Cr,14.61 Cr
2017,JD,22 Sep 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,The Final Exit,22 Sep 2017,0 CrN.A,0 CrN.A,0.10 Cr,0.10 Cr
2017,Haseena Parkar,22 Sep 2017,1.87 Cr,6.10 Cr,8 Cr,8.03 Cr
2017,Bhoomi,22 Sep 2017,2.25 Cr,7.48 Cr,10.28 Cr,10.63 Cr
2017,Newton,22 Sep 2017,0.96 Cr,6.90 Cr,11.83 Cr,22.80 Cr
2017,Rabbi,15 Sep 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Shaadi Ka Punchnama,15 Sep 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,B.A. Pass – 2,15 Sep 2017,0 CrN.A,0 CrN.A,0.06 Cr,0.06 Cr
2017,Vadiyan,15 Sep 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Lucknow Central,15 Sep 2017,2.04 Cr,8.42 Cr,10.42 Cr,11.20 Cr
2017,Patel Ki Punjabi Shaadi,15 Sep 2017,0.50 Cr,1.05 Cr,1.50 Cr,1.53 Cr
2017,Simran,15 Sep 2017,2.77 Cr,15.48 Cr,15.48 Cr,17.26 Cr
2017,The Rally,08 Sep 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Poster Boys,08 Sep 2017,1.75 Cr,7.25 Cr,11.20 Cr,12.73 Cr
2017,Sameer,08 Sep 2017,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2017,IT (English),08 Sep 2017,1.67 Cr,7.52 Cr,12.47 Cr,18.47 Cr
2017,Mr. Kabaadi,08 Sep 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Daddy,08 Sep 2017,1.30 Cr,4.60 Cr,7 Cr,8.10 Cr
2017,Baadshaho,01 Sep 2017,12.60 Cr,43.30 Cr,64.14 Cr,78.1 Cr
2017,Ho Gaya Hai Mera Dil Patanga,01 Sep 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Shubh Mangal Saavdhan,01 Sep 2017,2.71 Cr,14.46 Cr,24.03 Cr,43.11 Cr
2017,A Gentleman,25 Aug 2017,4.04 Cr,13.13 Cr,19.82 Cr,20.59 Cr
2017,Muskurahatein,25 Aug 2017,0.005 Cr,0.013 Cr,0.031 Cr,0.031 Cr
2017,Babumoshai Bandookbaaz,25 Aug 2017,2.05 Cr,7.53 Cr,12.24 Cr,13.13 Cr
2017,Sniff !!!,25 Aug 2017,0.10 Cr,0.60 Cr,0.86 Cr,0.93 Cr
2017,Qaidi Band,25 Aug 2017,0.10 Cr,0.30 Cr,0.35 Cr,0.36 Cr
2017,Talab,18 Aug 2017,0.001 Cr,0 CrN.A,0 CrN.A,0.001 Cr
2017,Bareilly Ki Barfi,18 Aug 2017,2.42 Cr,11.52 Cr,18.72 Cr,34.55 Cr
2017,Annabelle: Creation (English),18 Aug 2017,7.40 Cr,22.75 Cr,35.50 Cr,49.50 Cr
2017,Partition: 1947,18 Aug 2017,0.11 Cr,0.61 Cr,0.66 Cr,0.72 Cr
2017,Shreelancer,18 Aug 2017,0.01 Cr,0.03 Cr,0.05 Cr,0.05 Cr
2017,Bandookraj,18 Aug 2017,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2017,Gangs Of North East,18 Aug 2017,0.001 Cr,0.003 Cr,0.006 Cr,0.006 Cr
2017,VIP-2 Lalkar,18 Aug 2017,0.10 Cr,0.37 Cr,0.73 Cr,0.76 Cr
2017,Phir Aaya Satte Pe Satta,18 Aug 2017,0.001 Cr,0.002 Cr,0.003 Cr,0.003 Cr
2017,Dirty Madam X,11 Aug 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Toilet – Ek Prem Katha,11 Aug 2017,13.10 Cr,51.45 Cr,96.05 Cr,134.22 Cr
2017,The Dream Job,11 Aug 2017,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2017,Duniya Khatam Ho Rahi Hai,04 Aug 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Gurgaon,04 Aug 2017,0 CrN.A,0 CrN.A,0.46 Cr,0.53 Cr
2017,Jab Harry Met Sejal,04 Aug 2017,15.25 Cr,45.75 Cr,59.65 Cr,64.33 Cr
2017,Uff Yeh Kaisi Aashiqui,04 Aug 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Mr. Item An Antic Piece,28 Jul 2017,0 CrN.A,0 CrN.A,0.005 Cr,0.005 Cr
2017,Baaraat Company,28 Jul 2017,0.02 Cr,0.06 Cr,0.08 Cr,0.08 Cr
2017,Raag Desh,28 Jul 2017,0.14 Cr,0.47 Cr,0.65 Cr,0.65 Cr
2017,Mubarakan,28 Jul 2017,5.16 Cr,22.91 Cr,35.66 Cr,55.59 Cr
2017,Indu Sarkar,28 Jul 2017,0.85 Cr,2.90 Cr,4.60 Cr,4.95 Cr
2017,Dunkirk (English),21 Jul 2017,3.1 Cr,11.8 Cr,17 Cr,20.26 Cr
2017,Gayy Gayy Resort,21 Jul 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Unlimited Nasha,21 Jul 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Munna Michael,21 Jul 2017,6.65 Cr,21.67 Cr,31.62 Cr,32.89 Cr
2017,Lipstick Under My Burkha,21 Jul 2017,1.22 Cr,5.80 Cr,10.96 Cr,19.21 Cr
2017,Jagga Jasoos,14 Jul 2017,8.57 Cr,33.17 Cr,46.29 Cr,54.16 Cr
2017,War For The Planet Of The Apes (English),14 Jul 2017,2.20 Cr,7.50 Cr,12.75 Cr,18.12 Cr
2017,Ghanta Chori Ho Gaya,14 Jul 2017,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2017,Love Icon,14 Jul 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Shab,14 Jul 2017,0 CrN.A,0 CrN.A,0.18 Cr,0.21 Cr
2017,Mom,07 Jul 2017,2.90 Cr,14.40 Cr,23.80 Cr,37.28 Cr
2017,Sai V/s I,07 Jul 2017,0 CrN.A,0 CrN.A,0.004 Cr,0.004 Cr
2017,Guest Iin London,07 Jul 2017,2.10 Cr,7.95 Cr,10.45 Cr,10.64 Cr
2017,Spider-Man Homecoming (English),07 Jul 2017,9.36 Cr,28.66 Cr,44.46 Cr,59.96 Cr
2017,The Slum Stars,07 Jul 2017,0 CrN.A,0 CrN.A,0.08 Cr,0.11 Cr
2017,Salaam Zindagi,30 Jun 2017,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2017,Transformers: The Last Knight (English),30 Jun 2017,5.50 Cr,14.75 Cr,20.10 Cr,20.10 Cr
2017,Ek Haseena Thi Ek Deewana Tha,30 Jun 2017,0 CrN.A,0 CrN.A,1.25 Cr,1.25 Cr
2017,Tubelight,23 Jun 2017,21.15 Cr,64.77 Cr,106.86 Cr,119.26 Cr
2017,Dil Jalaao Na,23 Jun 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Phullu,16 Jun 2017,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2017,G Kutta Se,16 Jun 2017,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2017,Despicable Me 3 (English),16 Jun 2017,0 CrN.A,0 CrN.A,1.20 Cr,1.20 Cr
2017,Perfect Plan,16 Jun 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Cars 3 (English),16 Jun 2017,0 CrN.A,0 CrN.A,1.30 Cr,1.30 Cr
2017,Bank Chor,16 Jun 2017,1.40 Cr,4.36 Cr,7.30 Cr,7.32 Cr
2017,Apmanit,16 Jun 2017,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2017,Ramad,16 Jun 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Super Singh (Punjabi),16 Jun 2017,1.80 Cr,5.75 Cr,9.43 Cr,9.43 Cr
2017,Behen Hogi Teri,09 Jun 2017,0.32 Cr,1.42 Cr,1.97 Cr,1.99 Cr
2017,Ek Anokhi Dulhan Saavi,09 Jun 2017,0 CrN.A,0 CrN.A,0.05 Cr,0.05 Cr
2017,Bachche Kachche Sachche,09 Jun 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Raabta,09 Jun 2017,5.61 Cr,15.93 Cr,23.51 Cr,25.67 Cr
2017,The Mummy (English),09 Jun 2017,3.70 Cr,12.55 Cr,17.8 Cr,18.32 Cr
2017,Love U Family,06 Jun 2017,0 CrN.A,0 CrN.A,0.05 Cr,0.05 Cr
2017,Baywatch (English),02 Jun 2017,2.20 Cr,5.5 Cr,7.90 Cr,7.90 Cr
2017,Dobaara – See Your Evil,02 Jun 2017,0.46 Cr,1.49 Cr,1.89 Cr,1.92 Cr
2017,A Death in the Gunj,02 Jun 2017,0 CrN.A,0 CrN.A,0.5 Cr,0.96 Cr
2017,Hanuman Da Damdaar,02 Jun 2017,0.27 Cr,0.67 Cr,1.07 Cr,1.39 Cr
2017,Wonder Woman (English),02 Jun 2017,2.10 Cr,9.10 Cr,16.50 Cr,16.50 Cr
2017,Mirror Game – Ab Khel Shuru,02 Jun 2017,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2017,Sweetiee Weds NRI,02 Jun 2017,0 CrN.A,0 CrN.A,0.15 Cr,0.15 Cr
2017,Flat 211,02 Jun 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Dear Maya,02 Jun 2017,0 CrN.A,0 CrN.A,0.13 Cr,0.19 Cr
2017,Thodi Thodi Si Manmaaniyan,26 May 2017,0 CrN.A,0 CrN.A,0.06 Cr,0.06 Cr
2017,Sweet Love,26 May 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Pirates of the Caribbean: Salazar’s Revenge (English),26 May 2017,4.25 Cr,14 Cr,21.35 Cr,26.50 Cr
2017,Sargoshiyan,26 May 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Sachin – A Billion Dreams,26 May 2017,8.40 Cr,27.85 Cr,41.20 Cr,50.89 Cr
2017,Life Ki Aisi Ki Taisi,19 May 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Half Girlfriend,19 May 2017,10.27 Cr,32.04 Cr,49.19 Cr,60.30 Cr
2017,Hindi Medium,19 May 2017,2.81 Cr,12.56 Cr,25.21 Cr,69.59 Cr
2017,Meri Pyaari Bindu,12 May 2017,1.75 Cr,6.50 Cr,9.20 Cr,9.59 Cr
2017,Sarkar 3,12 May 2017,2.10 Cr,6.75 Cr,9.53 Cr,9.93 Cr
2017,Alien: Covenant (English),12 May 2017,0 CrN.A,0 CrN.A,3 Cr,3.1 Cr
2017,Mukkadarpur Ka Majnu,05 May 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Mantostaan,05 May 2017,0 CrN.A,0 CrN.A,0.07 Cr,0.08 Cr
2017,Guardians of the Galaxy Vol. 2 (English),05 May 2017,0 CrN.A,0 CrN.A,12.05 Cr,13.8 Cr
2017,Mafia Bigg Boss,05 May 2017,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2017,Masti Nahi Sasti,28 Apr 2017,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2017,Jab Raat Hoti Hai,28 Apr 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,DHD,28 Apr 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Baahubali 2 – The Conclusion,28 Apr 2017,41 Cr,128 Cr,247 Cr,510.99 Cr
2017,Ek Thi Rani Aisi Bhi,21 Apr 2017,0 CrN.A,0 CrN.A,0.05 Cr,0.05 Cr
2017,Maatr,21 Apr 2017,0.4 Cr,1.68 Cr,2.31 Cr,2.31 Cr
2017,Noor,21 Apr 2017,1.54 Cr,5.52 Cr,7.52 Cr,7.58 Cr
2017,Ajab Singh Ki Gajab Kahani,21 Apr 2017,0 CrN.A,0 CrN.A,0.04 Cr,0.04 Cr
2017,Vahshi,21 Apr 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Smurfs –  The Lost Village (English),21 Apr 2017,0 CrN.A,0 CrN.A,4 Cr,4 Cr
2017,Begum Jaan,14 Apr 2017,3.94 Cr,11.48 Cr,17.83 Cr,20.91 Cr
2017,Crazzy Lamhe,14 Apr 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Romeo N Bullet,14 Apr 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Yeh Hai Gaddar Dil,14 Apr 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Fast And Furious 8 (English),14 Apr 2017,6.29 Cr,41.63 Cr,67.54 Cr,86.23 Cr
2017,Mirza Juuliet,07 Apr 2017,0 CrN.A,0 CrN.A,0.6 Cr,0.61 Cr
2017,Mukti Bhawan,07 Apr 2017,0 CrN.A,0 CrN.A,0.46 Cr,0.47 Cr
2017,Blue Mountain,07 Apr 2017,0 CrN.A,0 CrN.A,0.13 Cr,0.13 Cr
2017,Baazi Zindagi Ki,07 Apr 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2017,Laali Ki Shaadi Mein Laddoo Deewana,07 Apr 2017,0.15 Cr,0.52 Cr,0.80 Cr,0.81 Cr
2017,Kehkashan,07 Apr 2017,0 CrN.A,0 CrN.A,0.07 Cr,0.07 Cr
2017,Mahima Rah Baba Ki,07 Apr 2017,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2017,Poorna,31 Mar 2017,0.16 Cr,0 CrN.A,1.6 Cr,3.32 Cr
2017,Boss Baby (English),31 Mar 2017,0 CrN.A,0 CrN.A,7.1 Cr,14.42 Cr
2017,Naam Shabana,31 Mar 2017,5.12 Cr,18.76 Cr,27.18 Cr,36.76 Cr
2017,Phillauri,24 Mar 2017,4.02 Cr,15.25 Cr,22.68 Cr,27.1 Cr
2017,Bhanwarey,24 Mar 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Ishq Ka Jazbaa,24 Mar 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Anaarkali Of Aarah,24 Mar 2017,0.10 Cr,0.47 Cr,0.80 Cr,0.89 Cr
2017,Trapped,17 Mar 2017,0.31 Cr,1.44 Cr,2.29 Cr,2.83 Cr
2017,Aagaya Hero,17 Mar 2017,0.27 Cr,0.75 Cr,1.05 Cr,1.06 Cr
2017,Machine,17 Mar 2017,0.6 Cr,0 CrN.A,3.05 Cr,3.14 Cr
2017,Perfect Guest PG,17 Mar 2017,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2017,Mantra,17 Mar 2017,0 CrN.A,0 CrN.A,0.06 Cr,0.06 Cr
2017,Beauty And The Beast (English),17 Mar 2017,1.42 Cr,6.67 Cr,10.48 Cr,17.63 Cr
2017,Desi Black Picture,10 Mar 2017,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2017,Kong: Skull Island (English),10 Mar 2017,2.3 Cr,11.57 Cr,17.18 Cr,22.58 Cr
2017,Badrinath Ki Dulhania,10 Mar 2017,12.25 Cr,43.05 Cr,73.66 Cr,116.68 Cr
2017,Wrong Love,10 Mar 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.03 Cr
2017,Jeena Isi Ka Naam Hai,03 Mar 2017,0 CrN.A,0 CrN.A,0.16 Cr,0.19 Cr
2017,Commando 2,03 Mar 2017,5.14 Cr,15.75 Cr,23.09 Cr,25.09 Cr
2017,Luv Shv Pyar Vyar,03 Mar 2017,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2017,Logan (English),03 Mar 2017,4.75 Cr,17.10 Cr,26.03 Cr,35.29 Cr
2017,9’O Clock,24 Feb 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Internet Ke Thagg,24 Feb 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Mona Darling,24 Feb 2017,0 CrN.A,0 CrN.A,0.11 Cr,0.14 Cr
2017,Rangoon,24 Feb 2017,5.05 Cr,14.5 Cr,18.9 Cr,20.68 Cr
2017,Wedding Anniversary,24 Feb 2017,0 CrN.A,0 CrN.A,0.19 Cr,0.24 Cr
2017,The Ghazi Attack,17 Feb 2017,1.65 Cr,6.70 Cr,11.85 Cr,20.3 Cr
2017,Running Shaadi,17 Feb 2017,0.15 Cr,0.60 Cr,0.96 Cr,0.98 Cr
2017,Irada,17 Feb 2017,0.12 Cr,0.57 Cr,0.85 Cr,0.85 Cr
2017,Jolly LLB 2,10 Feb 2017,13.2 Cr,50.46 Cr,77.71 Cr,117 Cr
2017,Horror Night,09 Feb 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.002 Cr
2017,Alif,03 Feb 2017,0 CrN.A,0 CrN.A,0.02 Cr,0.03 Cr
2017,Na Raja Na Rani,03 Feb 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.003 Cr
2017,Resident Evil: The Final Chapter (English),03 Feb 2017,0 CrN.A,0 CrN.A,1.73 Cr,1.73 Cr
2017,Kung Fu Yoga (English),03 Feb 2017,0.5 Cr,1.6 Cr,2.78 Cr,2.78 Cr
2017,Rings (English),03 Feb 2017,0 Cr,0 CrN.A,2.0 Cr,2.1 Cr
2017,Raees,25 Jan 2017,20.42 Cr,93.24 Cr,118.36 Cr,137.51 Cr
2017,Kaabil,25 Jan 2017,10.43 Cr,67.46 Cr,82.18 Cr,103.84 Cr
2017,M. A. Pass,20 Jan 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.02 Cr
2017,Majaz Ae Gham – E – Dil Kya Karun,20 Jan 2017,0 CrN.A,0 CrN.A,0.002 Cr,0.003 Cr
2017,Double Dealer,20 Jan 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.002 Cr
2017,Coffee With D,20 Jan 2017,0.15 Cr,0 CrN.A,0.6 Cr,0.63 Cr
2017,Beauty with Brain,20 Jan 2017,0 CrN.A,0 CrN.A,0.003 Cr,0.004 Cr
2017,Hyena Ek Chalak Haseena,20 Jan 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,xXx: The Return of Xander Cage (English),13 Jan 2017,0 CrN.A,0 CrN.A,23 Cr,31.01 Cr
2017,Ashley,13 Jan 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2017,Ok Jaanu,13 Jan 2017,4.08 Cr,13.80 Cr,19 Cr,23.64 Cr
2017,Haraamkhor,13 Jan 2017,0.16 Cr,1.01 Cr,1.3 Cr,1.34 Cr
2017,Prakash Electronics,06 Jan 2017,0 CrN.A,0 CrN.A,0.002 Cr,0.004 Cr
2017,Passengers (English),06 Jan 2017,0 CrN.A,0 CrN.A,5.14 Cr,5.14 Cr
2017,Aamir Salman Shahrukh,06 Jan 2017,0 CrN.A,0 CrN.A,0.001 Cr,0.002 Cr
2017,Udanchhoo,05 Jan 2017,0 CrN.A,0 CrN.A,0.04 Cr,0.04 Cr
2018,Simmba,28 Dec 2018,20.72 Cr,75.11 Cr,150.81 Cr,240.31 Cr
2018,Stranger on Fake ID,21 Dec 2018,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2018,Zero,21 Dec 2018,19.35 Cr,54.60 Cr,82.60 Cr,90.28 Cr
2018,K.G.F –  Chapter 1,21 Dec 2018,2.10 Cr,9.20 Cr,21.11 Cr,44.09 Cr
2018,Spiderman : Into the Spider-Verse (English),14 Dec 2018,0.65 Cr,3.45 Cr,4.75 Cr,6.50 Cr
2018,PK Lele A Salesman,14 Dec 2018,0 CrN.A,0 CrN.A,0.04 Cr,0.04 Cr
2018,Bhaagte Raho,14 Dec 2018,0 CrN.A,0 CrN.A,0.007 Cr,0.007 Cr
2018,Dhappa,14 Dec 2018,0 CrN.A,0 CrN.A,0.006 Cr,0.006 Cr
2018,Jeet Lo Marathon,14 Dec 2018,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2018,Aquaman (English),14 Dec 2018,5.50 Cr,24.25 Cr,33.75 Cr,54.60 Cr
2018,Mortal Engines (English),07 Dec 2018,0 CrN.A,0.72 Cr,1.5 Cr,1.5 Cr
2018,Kedarnath,07 Dec 2018,6.85 Cr,27 Cr,40.85 Cr,66.52 Cr
2018,The Possession of Hannah Grace (English),07 Dec 2018,0 CrN.A,0.77 Cr,1.60 Cr,1.60 Cr
2018,2.0,29 Nov 2018,20.25 Cr,97.25 Cr,139.75 Cr,189.55 Cr
2018,Bhaiaji Superhittt,23 Nov 2018,1 Cr,3.20 Cr,4.25 Cr,6.25 Cr
2018,Bhayanak Aatma,23 Nov 2018,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2018,The Dark Side Of Life: Mumbai City,23 Nov 2018,0 CrN.A,0 CrN.A,0.04 Cr,0.04 Cr
2018,Hotel Milan,16 Nov 2018,0 CrN.A,0 CrN.A,0.004 Cr,0.004 Cr
2018,Mohalla Assi,16 Nov 2018,0.25 Cr,0.90 Cr,1.60 Cr,1.64 Cr
2018,Fantastic Beasts: The Crimes of Grindelwald (English),16 Nov 2018,2.50 Cr,10.29 Cr,15.09 Cr,20.99 Cr
2018,Pihu,16 Nov 2018,0.45 Cr,1.60 Cr,2.50 Cr,2.96 Cr
2018,Thugs Of Hindostan,08 Nov 2018,52.25 Cr,123 Cr,140.40 Cr,151.19 Cr
2018,Namaste Bihar,02 Nov 2018,0 CrN.A,0 CrN.A,0.004 Cr,0.004 Cr
2018,Summer Camp,02 Nov 2018,0 CrN.A,0 CrN.A,0.07 Cr,0.07 Cr
2018,Ilaaka Kishorganj,02 Nov 2018,0 CrN.A,0 CrN.A,0.003 Cr,0.003 Cr
2018,Mausam Ikrar Ke Do Pal Pyar Ke,02 Nov 2018,0 CrN.A,0 CrN.A,0.003 Cr,0.003 Cr
2018,Kutte Ki Dum,02 Nov 2018,0 CrN.A,0 CrN.A,0.003 Cr,0.003 Cr
2018,Jack And Dil,02 Nov 2018,0.10 Cr,0.30 Cr,0.50 Cr,0.50 Cr
2018,Ekkees Tareekh Shubh Muhurat,02 Nov 2018,0.09 Cr,0.40 Cr,0.62 Cr,0.62 Cr
2018,Lupt,02 Nov 2018,0.23 Cr,1.11 Cr,1.56 Cr,1.59 Cr
